nodeName	altName	nodeAttr[nodesPresent, ]
GS1_SS_02372_11899	NA	blue1
GS1_SS_02373_15529	NA	cornflowerblue
GS1_SS_02379_16600	NA	antiquewhite2
GS1_SS_02393_18805	NA	cornflowerblue
GS1_SS_02394_15385	NA	lightpink3
GS1_SS_02395_02574	NA	blue1
GS1_SS_02400_12430	NA	cornflowerblue
GS1_SS_02401_06430	NA	cornflowerblue
GS1_SS_02406_12748	NA	coral4
GS1_SS_02409_20264	NA	lavender
GS1_SS_02410_13630	NA	cornflowerblue
GS1_SS_02412_06826	NA	cornflowerblue
GS1_SS_02416_10589	NA	coral4
GS1_SS_02420_01100	NA	darkviolet
GS1_SS_02422_11241	NA	coral4
GS1_SS_02429_06002	NA	darkviolet
GS1_SS_02432_08686	NA	coral4
GS1_SS_02433_07142	NA	cornflowerblue
GS1_SS_02434_18872	NA	darkviolet
GS1_SS_02437_09195	NA	lightskyblue4
GS1_SS_02445_17984	NA	lavender
GS1_SS_02446_15987	NA	coral4
GS1_SS_02450_15671	NA	blue1
GS1_SS_02456_02472	NA	lavender
GS1_SS_02465_16618	NA	coral4
GS1_SS_02471_00132	NA	coral4
GS1_SS_02472_08575	NA	blue1
GS1_SS_02473_16490	NA	cornflowerblue
GS1_SS_02479_16146	NA	lavender
GS1_SS_02492_13164	NA	blue1
GS1_SS_02493_13834	NA	antiquewhite2
GS1_SS_02494_10477	NA	cornflowerblue
GS1_SS_02497_17952	NA	blue1
GS1_SS_02498_06627	NA	coral4
GS1_SS_02500_06531	NA	blue1
GS1_SS_02502_10713	NA	darkseagreen3
GS1_SS_02504_09758	NA	darkviolet
GS1_SS_02507_08604	NA	lightskyblue4
GS1_SS_02511_03168	NA	darkviolet
GS1_SS_02514_09971	NA	lavender
GS1_SS_02518_10220	NA	cornflowerblue
GS1_SS_02521_13672	NA	cornflowerblue
GS1_SS_02525_04308	NA	blue1
GS1_SS_02528_10084	NA	coral4
GS1_SS_02542_14942	NA	blue1
GS1_SS_02544_21895	NA	cornflowerblue
GS1_SS_02546_07847	NA	lavender
GS1_SS_02551_00867	NA	lavender
GS1_SS_02557_04515	NA	blue1
GS1_SS_02558_09443	NA	lightskyblue4
GS1_SS_02564_11077	NA	coral4
GS1_SS_02566_09090	NA	lavender
GS1_SS_02574_19584	NA	coral4
GS1_SS_02577_17142	NA	cornflowerblue
GS1_SS_02580_11944	NA	lavender
GS1_SS_02582_13495	NA	blue1
GS1_SS_02585_03655	NA	coral4
GS1_SS_02589_15146	NA	lightskyblue4
GS1_SS_02593_17345	NA	lavender
GS1_SS_02596_13965	NA	blue1
GS1_SS_02599_05629	NA	lavender
GS1_SS_02600_08764	NA	cornflowerblue
GS1_SS_02603_11084	NA	coral4
GS1_SS_02604_11797	NA	cornflowerblue
GS1_SS_02606_14711	NA	darkviolet
GS1_SS_02608_18247	NA	darkviolet
GS1_SS_02610_15910	NA	lightskyblue4
GS1_SS_02611_13623	NA	lightskyblue4
GS1_SS_02624_07428	NA	blue1
GS1_SS_02626_03284	NA	lavender
GS1_SS_02629_16215	NA	darkviolet
GS1_SS_02632_11306	NA	cornflowerblue
GS1_SS_02633_11012	NA	antiquewhite4
GS1_SS_02636_01701	NA	cornflowerblue
GS1_SS_02645_17741	NA	lavender
GS1_SS_02647_19328	NA	cornflowerblue
GS1_SS_02648_13020	NA	darkviolet
GS1_SS_02649_18893	NA	coral4
GS1_SS_02651_18123	NA	cornflowerblue
GS1_SS_02652_09311	NA	darkviolet
GS1_SS_02656_11324	NA	lavender
GS1_SS_02657_14377	NA	plum3
GS1_SS_02660_19476	NA	cornflowerblue
GS1_SS_02665_11196	NA	cornflowerblue
GS1_SS_02676_09587	NA	lavender
GS1_SS_02678_20787	NA	coral4
GS1_SS_02679_17336	NA	blue1
GS1_SS_02683_12155	NA	antiquewhite2
GS1_SS_02697_00036	NA	lavender
GS1_SS_02699_02548	NA	cornflowerblue
GS1_SS_02710_14477	NA	lightskyblue4
GS1_SS_02716_15566	NA	darkviolet
GS1_SS_02722_16456	NA	darkviolet
GS1_SS_02723_12233	NA	lavender
GS1_SS_02726_13880	NA	lavender
GS1_SS_02732_06490	NA	cornflowerblue
GS1_SS_02736_06393	NA	cornflowerblue
GS1_SS_02741_08719	NA	darkviolet
GS1_SS_02743_09838	NA	lightskyblue4
GS1_SS_02746_15774	NA	cornflowerblue
GS1_SS_02749_09903	NA	coral4
GS1_SS_02756_03752	NA	cornflowerblue
GS1_SS_02760_21595	NA	darkviolet
GS1_SS_02764_00289	NA	lightskyblue4
GS1_SS_02766_21097	NA	lavender
GS1_SS_02771_08052	NA	cornflowerblue
GS1_SS_02772_14664	NA	blue1
GS1_SS_02775_14412	NA	lavender
GS1_SS_02786_07895	NA	cornflowerblue
GS1_SS_02787_16634	NA	cornflowerblue
GS1_SS_02810_19099	NA	lavender
GS1_SS_02820_13067	NA	lavender
GS1_SS_02825_20172	NA	darkviolet
GS1_SS_02829_12937	NA	coral4
GS1_SS_02840_06031	NA	antiquewhite2
GS1_SS_02841_08679	NA	lavender
GS1_SS_02842_13565	NA	blue1
GS1_SS_02853_08541	NA	darkviolet
GS1_SS_02861_05161	NA	darkviolet
GS1_SS_02863_13092	NA	coral4
GS1_SS_02865_19960	NA	blue1
GS1_SS_02866_10787	NA	blue1
GS1_SS_02869_11057	NA	darkviolet
GS1_SS_02874_17733	NA	cornflowerblue
GS1_SS_02876_19320	NA	cornflowerblue
GS1_SS_02882_14423	NA	lightskyblue4
GS1_SS_02884_07640	NA	lavender
GS1_SS_02893_01729	NA	cornflowerblue
GS1_SS_02896_16059	NA	lavender
GS1_SS_02897_05605	NA	coral4
GS1_SS_02899_00911	NA	coral4
GS1_SS_02909_02112	NA	lavender
GS1_SS_02913_06742	NA	coral4
GS1_SS_02915_10406	NA	lightskyblue4
GS1_SS_02916_07795	NA	lightskyblue4
GS1_SS_02919_17069	NA	coral4
GS1_SS_02929_14326	NA	darkviolet
GS1_SS_02935_00010	NA	darkviolet
GS1_SS_02941_18662	NA	blue1
GS1_SS_02944_07472	NA	lavender
GS1_SS_02950_00200	NA	cornflowerblue
GS1_SS_02953_12104	NA	lavender
GS1_SS_02954_02533	NA	lightskyblue4
GS1_SS_02959_16437	NA	antiquewhite4
GS1_SS_02965_21769	NA	blue1
GS1_SS_02974_20793	NA	darkviolet
GS1_SS_02976_08564	NA	lightskyblue4
GS1_SS_02983_13842	NA	darkviolet
GS1_SS_02984_21414	NA	lavender
GS1_SS_02997_12657	NA	lavender
GS1_SS_03000_19495	NA	coral4
GS1_SS_03006_13423	NA	lightskyblue3
GS1_SS_03011_21830	NA	darkviolet
GS1_SS_03015_09303	NA	coral4
GS1_SS_03016_06477	NA	blue1
GS1_SS_03019_00127	NA	lightskyblue4
GS1_SS_03022_00956	NA	blue1
GS1_SS_03023_14908	NA	coral4
GS1_SS_03025_20848	NA	lightskyblue4
GS1_SS_03031_12800	NA	lavender
GS1_SS_03038_16495	NA	lavender
GS1_SS_03040_16340	NA	cornflowerblue
GS1_SS_03051_10950	NA	lavender
GS1_SS_03055_11668	NA	blue1
GS1_SS_03056_09454	NA	darkviolet
GS1_SS_03058_05662	NA	coral4
GS1_SS_03061_09330	NA	lightskyblue4
GS1_SS_03063_20839	NA	darkviolet
GS1_SS_03070_09096	NA	cornflowerblue
GS1_SS_03071_10575	NA	coral4
GS1_SS_03076_08083	NA	cornflowerblue
GS1_SS_03078_13763	NA	lightskyblue4
GS1_SS_03083_02539	NA	cornflowerblue
GS1_SS_03087_06608	NA	blue1
GS1_SS_03090_15723	NA	antiquewhite2
GS1_SS_03092_08416	NA	coral4
GS1_SS_03098_21163	NA	coral4
GS1_SS_03113_02612	NA	darkolivegreen1
GS1_SS_03115_11114	NA	cornflowerblue
GS1_SS_03116_21248	NA	cornflowerblue
GS1_SS_03126_09687	NA	darkviolet
GS1_SS_03133_00292	NA	coral4
GS1_SS_03135_09434	NA	lightskyblue4
GS1_SS_03138_02123	NA	coral4
GS1_SS_03142_12655	NA	coral4
GS1_SS_03146_04416	NA	darkviolet
GS1_SS_03152_20044	NA	darkviolet
GS1_SS_03153_16833	NA	lightskyblue4
GS1_SS_03157_15713	NA	cornflowerblue
GS1_SS_03163_09981	NA	lavender
GS1_SS_03164_11963	NA	blue1
GS1_SS_03166_09562	NA	coral4
GS1_SS_03168_01783	NA	grey
GS1_SS_03170_08424	NA	cornflowerblue
GS1_SS_03174_13549	NA	cornflowerblue
GS1_SS_03177_04780	NA	antiquewhite2
GS1_SS_03178_05437	NA	darkviolet
GS1_SS_03180_11065	NA	antiquewhite2
GS1_SS_03185_18026	NA	cornflowerblue
GS1_SS_03187_06138	NA	lavender
GS1_SS_03188_01697	NA	blue1
GS1_SS_03190_19788	NA	blue1
GS1_SS_03192_03325	NA	cornflowerblue
GS1_SS_03195_08289	NA	lavender
GS1_SS_03201_21192	NA	antiquewhite4
GS1_SS_03204_01802	NA	blue1
GS1_SS_03209_12288	NA	cornflowerblue
GS1_SS_03211_05670	NA	cornflowerblue
GS1_SS_03219_18444	NA	lightskyblue4
GS1_SS_03226_12167	NA	cornflowerblue
GS1_SS_03228_16743	NA	darkviolet
GS1_SS_03238_02452	NA	darkviolet
GS1_SS_03239_12940	NA	lightskyblue4
GS1_SS_03246_19667	NA	darkviolet
GS1_SS_03250_07719	NA	lavender
GS1_SS_03251_11448	NA	cornflowerblue
GS1_SS_03252_17248	NA	darkviolet
GS1_SS_03255_07840	NA	coral4
GS1_SS_03256_00272	NA	darkviolet
GS1_SS_03259_08864	NA	lightskyblue4
GS1_SS_03260_05252	NA	darkviolet
GS1_SS_03268_18427	NA	lavender
GS1_SS_03272_03345	NA	lavender
GS1_SS_03273_13005	NA	cornflowerblue
GS1_SS_03274_15357	NA	coral4
GS1_SS_03277_13977	NA	darkviolet
GS1_SS_03278_06650	NA	coral4
GS1_SS_03283_11459	NA	cornflowerblue
GS1_SS_03297_11815	NA	cornflowerblue
GS1_SS_03301_03161	NA	lightskyblue4
GS1_SS_03303_20620	NA	cornflowerblue
GS1_SS_03308_11595	NA	cornflowerblue
GS1_SS_03310_13275	NA	darkviolet
GS1_SS_03315_05170	NA	lavender
GS1_SS_03323_18853	NA	antiquewhite2
GS1_SS_03325_09833	NA	darkviolet
GS1_SS_03329_03895	NA	darkviolet
GS1_SS_03330_16716	NA	coral4
GS1_SS_03338_15218	NA	darkviolet
GS1_SS_03343_11640	NA	lavender
GS1_SS_03344_03674	NA	cornflowerblue
GS1_SS_03348_21436	NA	lightskyblue4
GS1_SS_03354_13821	NA	blue1
GS1_SS_03357_18236	NA	darkviolet
GS1_SS_03362_16159	NA	darkviolet
GS1_SS_03370_09627	NA	cornflowerblue
GS1_SS_03374_12514	NA	lightskyblue4
GS1_SS_03386_13268	NA	cornflowerblue
GS1_SS_03391_02201	NA	cornflowerblue
GS1_SS_03400_01348	NA	darkviolet
GS1_SS_03411_11137	NA	darkviolet
GS1_SS_03415_10408	NA	lavender
GS1_SS_03416_21297	NA	lightskyblue4
GS1_SS_03417_04884	NA	coral4
GS1_SS_03426_18775	NA	coral4
GS1_SS_03430_04742	NA	blue1
GS1_SS_03434_18980	NA	coral4
GS1_SS_03435_21394	NA	darkviolet
GS1_SS_03436_07608	NA	lightskyblue4
GS1_SS_03439_18894	NA	lavender
GS1_SS_03440_02733	NA	coral4
GS1_SS_03447_06968	NA	lavender
GS1_SS_03452_03906	NA	lavender
GS1_SS_03453_01643	NA	coral4
GS1_SS_03463_18710	NA	cornflowerblue
GS1_SS_03466_02907	NA	cornflowerblue
GS1_SS_03467_05512	NA	coral4
GS1_SS_03469_13136	NA	darkviolet
GS1_SS_03470_11379	NA	cornflowerblue
GS1_SS_03474_00920	NA	cornflowerblue
GS1_SS_03475_00115	NA	lavender
GS1_SS_03477_14089	NA	lightskyblue4
GS1_SS_03480_08623	NA	lightskyblue4
GS1_SS_03485_07662	NA	lightskyblue4
GS1_SS_03487_14138	NA	cornflowerblue
GS1_SS_03494_07454	NA	darkviolet
GS1_SS_03502_19089	NA	darkseagreen3
GS1_SS_03504_20356	NA	coral4
GS1_SS_03508_14244	NA	lavender
GS1_SS_03509_03495	NA	blue1
GS1_SS_03510_17965	NA	coral4
GS1_SS_03516_05299	NA	coral4
GS1_SS_03529_11044	NA	coral4
GS1_SS_03537_10110	NA	blue1
GS1_SS_03547_11987	NA	lavender
GS1_SS_03550_09496	NA	coral4
GS1_SS_03551_14146	NA	lightskyblue4
GS1_SS_03553_06093	NA	lavender
GS1_SS_03558_17462	NA	lightskyblue4
GS1_SS_03561_17400	NA	cornflowerblue
GS1_SS_03567_07008	NA	antiquewhite2
GS1_SS_03568_12493	NA	coral4
GS1_SS_03572_10850	NA	coral4
GS1_SS_03573_11169	NA	cornflowerblue
GS1_SS_03577_09398	NA	blue1
GS1_SS_03580_13048	NA	lavender
GS1_SS_03583_17767	NA	darkviolet
GS1_SS_03586_07058	NA	coral4
GS1_SS_03589_14425	NA	lavender
GS1_SS_03590_10143	NA	darkviolet
GS1_SS_03591_13833	NA	lavender
GS1_SS_03594_11621	NA	darkviolet
GS1_SS_03597_15098	NA	coral4
GS1_SS_03602_10317	NA	darkviolet
GS1_SS_03605_10043	NA	lavender
GS1_SS_03606_02156	NA	antiquewhite2
GS1_SS_03608_09950	NA	coral4
GS1_SS_03614_12217	NA	lavender
GS1_SS_03616_08745	NA	blue1
GS1_SS_03617_14157	NA	lightskyblue4
GS1_SS_03620_10303	NA	lavender
GS1_SS_03621_01514	NA	cornflowerblue
GS1_SS_03624_04006	NA	darkviolet
GS1_SS_03634_18124	NA	lightskyblue4
GS1_SS_03638_14593	NA	lavender
GS1_SS_03640_01744	NA	lavender
GS1_SS_03649_16448	NA	blue1
GS1_SS_03655_14809	NA	darkviolet
GS1_SS_03656_08735	NA	blue1
GS1_SS_03657_03565	NA	lavender
GS1_SS_03658_06772	NA	coral4
GS1_SS_03661_13282	NA	darkviolet
GS1_SS_03663_13073	NA	darkviolet
GS1_SS_03666_08933	NA	lavender
GS1_SS_03668_13045	NA	coral4
GS1_SS_03671_04299	NA	cornflowerblue
GS1_SS_03677_17907	NA	lavender
GS1_SS_03680_07163	NA	coral4
GS1_SS_03682_02989	NA	lavender
GS1_SS_03683_09010	NA	lavender
GS1_SS_03687_06940	NA	blue1
GS1_SS_03699_12993	NA	cornflowerblue
GS1_SS_03701_11648	NA	blue1
GS1_SS_03708_01664	NA	lavender
GS1_SS_03709_16433	NA	antiquewhite2
GS1_SS_03711_00236	NA	lightskyblue4
GS1_SS_03713_01166	NA	lavender
GS1_SS_03716_02296	NA	blue1
GS1_SS_03718_02784	NA	cornflowerblue
GS1_SS_03720_00869	NA	lavender
GS1_SS_03724_18304	NA	cornflowerblue
GS1_SS_03725_19083	NA	lightskyblue4
GS1_SS_03732_05034	NA	coral4
GS1_SS_03739_14781	NA	lavender
GS1_SS_03741_20321	NA	cornflowerblue
GS1_SS_03742_05966	NA	darkviolet
GS1_SS_03744_01314	NA	darkviolet
GS1_SS_03746_06451	NA	darkviolet
GS1_SS_03758_11583	NA	lightskyblue4
GS1_SS_03780_21645	NA	lightskyblue4
GS1_SS_03784_06814	NA	darkviolet
GS1_SS_03787_10187	NA	darkviolet
GS1_SS_03792_11926	NA	coral4
GS1_SS_03794_19316	NA	coral4
GS1_SS_03796_16597	NA	lavender
GS1_SS_03799_07264	NA	blue1
GS1_SS_03801_16641	NA	cornflowerblue
GS1_SS_03804_14512	NA	darkviolet
GS1_SS_03814_17290	NA	blue1
GS1_SS_03817_12353	NA	cornflowerblue
GS1_SS_03821_14802	NA	cornflowerblue
GS1_SS_03823_16489	NA	blue1
GS1_SS_03824_13900	NA	lightskyblue4
GS1_SS_03830_12886	NA	darkviolet
GS1_SS_03832_13719	NA	lavender
GS1_SS_03833_14041	NA	cornflowerblue
GS1_SS_03834_08811	NA	cornflowerblue
GS1_SS_03841_01255	NA	coral4
GS1_SS_03842_16443	NA	lightskyblue4
GS1_SS_03847_08871	NA	antiquewhite2
GS1_SS_03851_21098	NA	darkviolet
GS1_SS_03852_08800	NA	coral4
GS1_SS_03854_20687	NA	cornflowerblue
GS1_SS_03855_09826	NA	darkseagreen3
GS1_SS_03856_13861	NA	coral4
GS1_SS_03858_00315	NA	lavender
GS1_SS_03860_02041	NA	darkviolet
GS1_SS_03861_09670	NA	darkviolet
GS1_SS_03864_19176	NA	cornflowerblue
GS1_SS_03869_17163	NA	darkviolet
GS1_SS_03882_19862	NA	lavender
GS1_SS_03896_06498	NA	darkviolet
GS1_SS_03902_04346	NA	darkviolet
GS1_SS_03904_10394	NA	coral4
GS1_SS_03908_11069	NA	darkviolet
GS1_SS_03910_10492	NA	darkviolet
GS1_SS_03916_12631	NA	lavender
GS1_SS_03918_01153	NA	cornflowerblue
GS1_SS_03920_01755	NA	cornflowerblue
GS1_SS_03922_00684	NA	lavender
GS1_SS_03925_05856	NA	darkviolet
GS1_SS_03926_16668	NA	lavender
GS1_SS_03927_21149	NA	lavender
GS1_SS_03932_17797	NA	darkviolet
GS1_SS_03933_16247	NA	coral4
GS1_SS_03935_06278	NA	antiquewhite2
GS1_SS_03944_03340	NA	coral4
GS1_SS_03947_14364	NA	darkviolet
GS1_SS_03948_18465	NA	lavender
GS1_SS_03967_16224	NA	cornflowerblue
GS1_SS_03969_13236	NA	cornflowerblue
GS1_SS_03972_11700	NA	coral4
GS1_SS_03973_02065	NA	coral4
GS1_SS_03976_08701	NA	cornflowerblue
GS1_SS_03977_10727	NA	antiquewhite2
GS1_SS_03978_20766	NA	coral4
GS1_SS_03983_17483	NA	blue1
GS1_SS_03984_12345	NA	lightskyblue4
GS1_SS_03985_15608	NA	coral4
GS1_SS_03987_00669	NA	coral4
GS1_SS_03988_11888	NA	antiquewhite2
GS1_SS_03991_03581	NA	lavender
GS1_SS_03993_13892	NA	darkviolet
GS1_SS_03996_21860	NA	darkseagreen3
GS1_SS_04002_10071	NA	lavender
GS1_SS_04005_08842	NA	lavender
GS1_SS_04006_10775	NA	cornflowerblue
GS1_SS_04009_08753	NA	coral4
GS1_SS_04010_20907	NA	cornflowerblue
GS1_SS_04012_00876	NA	cornflowerblue
GS1_SS_04013_18978	NA	cornflowerblue
GS1_SS_04015_01983	NA	cornflowerblue
GS1_SS_04019_09544	NA	lavender
GS1_SS_04020_11948	NA	blue1
GS1_SS_04029_10827	NA	lavender
GS1_SS_04033_09814	NA	cornflowerblue
GS1_SS_04037_13389	NA	coral4
GS1_SS_04042_08798	NA	blue1
GS1_SS_04043_15271	NA	cornflowerblue
GS1_SS_04046_06312	NA	darkviolet
GS1_SS_04048_07243	NA	coral4
GS1_SS_04057_19683	NA	lavender
GS1_SS_04060_13843	NA	antiquewhite2
GS1_SS_04061_10634	NA	blue1
GS1_SS_04062_07094	NA	lavender
GS1_SS_04079_03112	NA	lavender
GS1_SS_04088_04707	NA	cornflowerblue
GS1_SS_04091_14382	NA	darkviolet
GS1_SS_04092_19559	NA	cornflowerblue
GS1_SS_04093_05752	NA	lavender
GS1_SS_04106_00951	NA	coral4
GS1_SS_04111_10665	NA	cornflowerblue
GS1_SS_04112_13280	NA	coral4
GS1_SS_04114_01392	NA	lavender
GS1_SS_04117_13354	NA	antiquewhite2
GS1_SS_04122_11490	NA	darkviolet
GS1_SS_04125_04872	NA	blue1
GS1_SS_04128_17019	NA	cornflowerblue
GS1_SS_04140_00360	NA	lavender
GS1_SS_04146_13540	NA	cornflowerblue
GS1_SS_04150_09801	NA	darkviolet
GS1_SS_04155_10069	NA	coral4
GS1_SS_04156_10152	NA	cornflowerblue
GS1_SS_04163_08514	NA	lightskyblue4
GS1_SS_04166_08625	NA	darkviolet
GS1_SS_04168_04140	NA	cornflowerblue
GS1_SS_04180_13779	NA	lavender
GS1_SS_04181_20153	NA	cornflowerblue
GS1_SS_04183_00794	NA	lightskyblue4
GS1_SS_04186_14300	NA	lavender
GS1_SS_04189_08991	NA	darkviolet
GS1_SS_04194_01308	NA	darkviolet
GS1_SS_04197_08046	NA	lavender
GS1_SS_04201_15233	NA	blue1
GS1_SS_04204_09589	NA	lavender
GS1_SS_04207_10459	NA	darkviolet
GS1_SS_04209_16761	NA	darkviolet
GS1_SS_04220_19042	NA	cornflowerblue
GS1_SS_04222_10324	NA	lavender
GS1_SS_04223_12194	NA	coral4
GS1_SS_04226_14288	NA	cornflowerblue
GS1_SS_04228_12615	NA	lavender
GS1_SS_04241_02526	NA	darkviolet
GS1_SS_04244_17610	NA	darkviolet
GS1_SS_04248_09467	NA	lavender
GS1_SS_04253_03132	NA	cornflowerblue
GS1_SS_04260_21478	NA	lavender
GS1_SS_04261_06658	NA	lavender
GS1_SS_04275_03745	NA	lavender
GS1_SS_04281_08085	NA	cornflowerblue
GS1_SS_04288_15511	NA	cornflowerblue
GS1_SS_04291_00734	NA	cornflowerblue
GS1_SS_04294_13581	NA	darkviolet
GS1_SS_04303_00173	NA	blue1
GS1_SS_04304_10782	NA	blue1
GS1_SS_04306_12872	NA	blue1
GS1_SS_04307_10824	NA	cornflowerblue
GS1_SS_04308_14457	NA	lavender
GS1_SS_04309_09012	NA	lavender
GS1_SS_04318_14474	NA	cornflowerblue
GS1_SS_04319_15872	NA	blue1
GS1_SS_04320_08453	NA	lavender
GS1_SS_04334_00722	NA	lavender
GS1_SS_04340_10557	NA	darkviolet
GS1_SS_04349_07343	NA	darkseagreen3
GS1_SS_04353_15253	NA	lightskyblue4
GS1_SS_04359_04026	NA	blue1
GS1_SS_04371_02134	NA	darkviolet
GS1_SS_04373_20545	NA	cornflowerblue
GS1_SS_04374_14495	NA	darkviolet
GS1_SS_04375_03663	NA	blue1
GS1_SS_04378_16029	NA	lavender
GS1_SS_04379_02634	NA	darkviolet
GS1_SS_04382_04043	NA	blue1
GS1_SS_04383_08985	NA	lightskyblue4
GS1_SS_04385_17144	NA	antiquewhite2
GS1_SS_04386_13342	NA	lavender
GS1_SS_04400_21712	NA	blue1
GS1_SS_04406_21230	NA	lavender
GS1_SS_04419_03822	NA	cornflowerblue
GS1_SS_04420_00472	NA	cornflowerblue
GS1_SS_04425_00558	NA	lavender
GS1_SS_04427_20139	NA	lavender
GS1_SS_04428_12491	NA	coral4
GS1_SS_04429_01420	NA	darkviolet
GS1_SS_04433_01227	NA	cornflowerblue
GS1_SS_04435_13030	NA	darkviolet
GS1_SS_04436_17455	NA	lavender
GS1_SS_04438_02889	NA	coral4
GS1_SS_04440_08027	NA	cornflowerblue
GS1_SS_04451_10550	NA	cornflowerblue
GS1_SS_04452_19480	NA	coral4
GS1_SS_04455_09947	NA	lavender
GS1_SS_04457_17726	NA	cornflowerblue
GS1_SS_04460_20636	NA	darkviolet
GS1_SS_04462_12108	NA	lightskyblue4
GS1_SS_04464_14707	NA	cornflowerblue
GS1_SS_04468_02731	NA	coral4
GS1_SS_04474_08617	NA	lavender
GS1_SS_04475_11606	NA	lavender
GS1_SS_04477_20876	NA	lavender
GS1_SS_04478_18267	NA	darkviolet
GS1_SS_04479_21426	NA	darkviolet
GS1_SS_04484_01565	NA	lightskyblue4
GS1_SS_04487_21506	NA	cornflowerblue
GS1_SS_04490_04974	NA	cornflowerblue
GS1_SS_04495_09845	NA	lavender
GS1_SS_04497_13401	NA	lightskyblue4
GS1_SS_04503_10804	NA	lavender
GS1_SS_04508_08190	NA	blue1
GS1_SS_04509_21286	NA	lavender
GS1_SS_04511_03901	NA	darkviolet
GS1_SS_04512_07204	NA	antiquewhite2
GS1_SS_04514_04718	NA	blue1
GS1_SS_04515_02931	NA	darkviolet
GS1_SS_04517_10498	NA	coral4
GS1_SS_04518_18065	NA	lavender
GS1_SS_04521_13975	NA	lightskyblue4
GS1_SS_04523_06898	NA	lavender
GS1_SS_04524_08968	NA	darkviolet
GS1_SS_04533_18663	NA	coral4
GS1_SS_04537_14357	NA	lavender
GS1_SS_04545_08461	NA	cornflowerblue
GS1_SS_04546_11515	NA	lightskyblue4
GS1_SS_04548_21817	NA	cornflowerblue
GS1_SS_04549_15921	NA	lavender
GS1_SS_04552_09601	NA	coral4
GS1_SS_04554_18729	NA	blue1
GS1_SS_04560_20331	NA	lavender
GS1_SS_04563_14400	NA	cornflowerblue
GS1_SS_04564_21611	NA	darkviolet
GS1_SS_04567_20738	NA	darkviolet
GS1_SS_04576_12492	NA	antiquewhite2
GS1_SS_04577_19894	NA	cornflowerblue
GS1_SS_04578_10990	NA	coral4
GS1_SS_04579_20171	NA	blue1
GS1_SS_04580_10313	NA	darkviolet
GS1_SS_04582_08474	NA	coral4
GS1_SS_04591_05060	NA	cornflowerblue
GS1_SS_04595_07304	NA	darkviolet
GS1_SS_04599_03942	NA	darkviolet
GS1_SS_04600_10909	NA	darkviolet
GS1_SS_04607_12110	NA	coral4
GS1_SS_04608_11875	NA	lavender
GS1_SS_04610_15711	NA	lightskyblue4
GS1_SS_04611_12552	NA	cornflowerblue
GS1_SS_04612_15660	NA	cornflowerblue
GS1_SS_04615_08797	NA	darkviolet
GS1_SS_04618_17540	NA	coral4
GS1_SS_04620_18202	NA	coral4
GS1_SS_04623_06984	NA	lightskyblue4
GS1_SS_04624_02373	NA	lavender
GS1_SS_04625_20924	NA	coral4
GS1_SS_04628_10900	NA	coral4
GS1_SS_04631_12072	NA	lavender
GS1_SS_04633_07348	NA	darkviolet
GS1_SS_04638_12039	NA	blue1
GS1_SS_04643_05813	NA	lavender
GS1_SS_04644_17092	NA	lightskyblue4
GS1_SS_04649_11902	NA	cornflowerblue
GS1_SS_04658_12357	NA	coral4
GS1_SS_04660_14076	NA	darkviolet
GS1_SS_04665_00655	NA	cornflowerblue
GS1_SS_04669_18524	NA	darkviolet
GS1_SS_04670_17656	NA	darkviolet
GS1_SS_04673_03058	NA	cornflowerblue
GS1_SS_04674_11440	NA	cornflowerblue
GS1_SS_04675_14546	NA	lightskyblue4
GS1_SS_04676_09157	NA	lavender
GS1_SS_04677_21037	NA	lightskyblue4
GS1_SS_04685_07694	NA	antiquewhite2
GS1_SS_04686_07491	NA	lightskyblue4
GS1_SS_04698_11389	NA	cornflowerblue
GS1_SS_04707_03143	NA	blue1
GS1_SS_04709_12469	NA	darkviolet
GS1_SS_04710_17096	NA	lightskyblue4
GS1_SS_04717_15163	NA	coral4
GS1_SS_04718_20859	NA	darkviolet
GS1_SS_04719_17024	NA	darkviolet
GS1_SS_04721_16860	NA	cornflowerblue
GS1_SS_04722_07806	NA	cornflowerblue
GS1_SS_04723_06306	NA	coral4
GS1_SS_04724_09988	NA	coral4
GS1_SS_04725_21036	NA	blue1
GS1_SS_04727_03109	NA	lavender
GS1_SS_04728_05453	NA	coral4
GS1_SS_04730_08351	NA	cornflowerblue
GS1_SS_04738_02649	NA	coral4
GS1_SS_04741_04179	NA	darkviolet
GS1_SS_04745_11813	NA	lavender
GS1_SS_04746_14346	NA	cornflowerblue
GS1_SS_04747_19141	NA	darkviolet
GS1_SS_04749_17330	NA	plum3
GS1_SS_04751_19874	NA	lavender
GS1_SS_04759_21156	NA	lavender
GS1_SS_04760_18739	NA	cornflowerblue
GS1_SS_04762_06287	NA	darkviolet
GS1_SS_04763_21236	NA	lightskyblue4
GS1_SS_04766_09716	NA	darkviolet
GS1_SS_04771_09291	NA	lavender
GS1_SS_04786_18595	NA	lavender
GS1_SS_04787_18221	NA	coral4
GS1_SS_04788_19461	NA	cornflowerblue
GS1_SS_04795_12499	NA	coral4
GS1_SS_04798_05772	NA	coral4
GS1_SS_04799_18506	NA	cornflowerblue
GS1_SS_04803_11436	NA	cornflowerblue
GS1_SS_04815_10890	NA	coral4
GS1_SS_04816_18132	NA	lightskyblue4
GS1_SS_04820_13851	NA	darkviolet
GS1_SS_04826_14206	NA	lightpink3
