V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14
GS1_SS_00102_14702 -1.64849957106439 -1.89902507513942 -0.774666612850677 0.609236271659798 1.15738607457597 1.00907497616355 1.05416956689705 0.411822174448673 -0.551197863215749 -0.413909886982631 0.373742297829268 0.671867647678556
GS1_SS_00174_21558 -1.75889889459083 -1.58667550599773 -0.710362381685759 0.976413747770223 1.24994501200633 0.752523342599188 0.966282960205922 0.397945777848682 0.222683152986288 -1.19157479099002 0.276781558579651 0.404936021268049
GS1_SS_00203_15232 -1.1411914598926 -1.335642298278 0.0848210761273658 1.07068682674136 1.44111567386555 1.28069373219759 0.928834940139206 0.433860331029164 0.164545919865381 -0.771734866960333 -0.927295537668655 -1.22869433716603
GS1_SS_00315_06622 -1.49013235915038 0.00454462596826622 -0.354985783965679 2.2647386075193 0.947806993603954 1.0447590142603 0.424670048812427 -0.593326168079193 -0.718555861426972 -0.849845056065772 0.176230495880543 -0.855904557356793
GS1_SS_00942_07803 -0.681852439522795 -1.79935536912969 -0.360378994019443 1.29409056983481 0.699423573574025 0.839553024178051 0.605218900899051 0.339090700592246 -1.10459590815175 0.206462297049966 -1.35188317392355 1.31422681861908
GS1_SS_00953_17560 -1.79861327912222 -0.693051201083221 -0.0232186079016963 0.957849331606597 1.58437961573396 1.04580714687286 0.66961833696485 -0.308337249080176 -1.18696816373222 -1.1734361921528 0.511294269485581 0.414675992408488
GS1_SS_01103_00561 -1.1571992210848 -1.63081418196534 0.116035665415733 1.36085365426343 1.6529162134731 0.957491579246835 0.846192063439907 0.177605610330204 -0.209179941055574 -0.344160204906529 -0.809881583105732 -0.959859654051238
GS1_SS_01334_14491 -1.78971340640362 -0.870972342960725 0.421079962716566 1.044428329812 1.23399135935781 1.10373946175578 0.659487453863141 -0.725601921529887 -0.852364929017578 -1.31289842411047 0.655765971074512 0.433058485442468
GS1_SS_01631_16293 -1.16584204344325 -0.791457232688049 -0.381546855948781 0.863214321416129 1.58192384863231 0.521622340800072 1.52726913173374 0.935631821306733 -1.06882992094829 -0.840646477896761 -1.13578194914903 -0.0455569838148281
GS1_SS_01927_14150 -0.567198402179582 -0.319984353379952 -0.605325942044202 0.736517477062248 0.130535577342956 1.09688422481494 1.31949986079869 0.563098666710268 -0.471264592197636 -0.861149435329391 -2.22882118789252 1.20720810629418
GS1_SS_02028_20679 -0.835641080901442 -1.80141789834337 -1.35452888256047 0.685022931137577 1.37521818884672 1.21756567494553 0.88860570499423 0.11648079439156 0.581990185832076 0.505025966447244 -0.815779346866647 -0.562542237923006
GS1_SS_02279_09129 -1.37440382603085 -1.24231507620245 0.172991417329277 1.02276237455866 1.35053816116988 1.3309694574916 0.721893555505081 -0.567194799301731 -1.10044197453491 -1.20317766884589 0.454389376222969 0.433989002638361
GS1_SS_02372_11899 -1.65586258569512 -1.45790620112123 -0.0627926166121492 0.936727483240392 1.32465814010697 0.630214371642104 0.809013686741106 -0.447370786320626 -1.17055015899784 -0.614995144225939 0.719933313682853 0.988930497559475
GS1_SS_02500_06531 0.449841079595947 -0.541295234037895 -1.74536500608766 0.809836494903448 0.999791522555066 0.249162784254319 1.05953544254227 -0.177929648884963 1.28166027326392 -1.02996986162552 -1.6687702368733 0.313502390394383
GS1_SS_02596_13965 -0.892443515135097 -0.864377414940847 -0.639848613386842 1.54229067671614 1.68963770273596 1.24058009962795 0.751528303743131 -0.0476538992881546 -0.394270236687149 -1.18012104212617 -1.06785664134916 -0.137465419909756
GS1_SS_03022_00956 -0.907887221975261 -0.517654555451538 -1.00810105518628 1.0382654189828 1.58743722497921 1.14248780552227 -0.28656145606692 -0.543509724419982 -0.913900051967922 -1.43701626132946 0.9773354083905 0.869104468522595
GS1_SS_03055_11668 -1.65464172456613 -0.00294011746691643 0.393371606840721 0.232672035703783 1.40227492939218 0.757060109940108 0.523864491673724 -0.329776463275502 -0.878934020281054 -0.345000633172685 1.56877418429947 -1.6667243990877
GS1_SS_03577_09398 -0.704900161800954 -2.25313817301039 -0.321051290819075 0.619307095712739 0.986032596985389 1.24573703757536 0.960347542421546 -0.169224079397246 -0.535093412184435 -0.272535076642927 -0.779101430540945 1.22361935170094
GS1_SS_03616_08745 -0.63010318858175 -1.31846696352305 -0.748647243757552 1.42017012934519 1.2881551588085 0.591708834650663 -1.03288355787226 0.501453701732723 -0.0410065889348189 -0.42938654970454 -1.15951016226459 1.55851643010149
GS1_SS_03656_08735 -1.25463298281696 -1.20900048318213 -1.00039477056578 1.03742228455518 1.47549428104952 1.05437149870526 0.633248716361005 0.32555529025189 0.101304149189315 -1.09687491265084 -1.00169855626963 0.935205485373171
GS1_SS_03687_06940 -1.70942419755119 -1.50860750577341 -0.464360708528934 0.988213361997036 1.40992841473038 1.26266284076001 0.716441439124435 -0.104898830246701 -0.718728518114127 -0.765585746195609 0.46501894101865 0.429340508779464
GS1_SS_03701_11648 -1.15352573713682 -1.0229423571849 0.645230911029687 0.865222731309044 0.812283523220429 1.28050140809307 0.569939592859212 -0.361790469500419 0.0229011092768529 -0.408847543356966 -2.166429251899 0.917456083289812
GS1_SS_03716_02296 -0.716747872520129 -0.80666090043435 -0.0556226672685034 1.0032354614625 1.50992181876734 1.52049982205137 1.36711877443299 -0.182558706676815 -0.885995925064544 -0.917729934916623 -0.817238903718376 -1.01822096611487
GS1_SS_03814_17290 -2.1302883489517 -0.881728615314385 0.545577917796646 1.51134420749047 0.937753731567341 0.208093288939552 0.173411074116294 0.00920412624155712 -0.0388174019752626 -0.933751937549273 -0.724324717270364 1.32352667490913
GS1_SS_03823_16489 -1.3908076355471 -1.20096697694766 -0.114878577486685 0.867297040425131 0.656473993243653 1.09310750802235 1.2489766803461 0.75239348390442 -0.0879012207383438 -0.851260500580284 -1.690556043862 0.718122249220417
GS1_SS_04020_11948 -1.31185527179744 0.177228350062988 -1.2685175645256 -0.462436209269373 0.275749404594305 1.94569572480255 1.4978727496602 0.000121586345401536 0.800135662583571 0.0495121267328754 -1.1876205109515 -0.515886048237976
GS1_SS_04319_15872 -1.24640664941207 -1.80309401992124 0.277115698407872 0.706092436859055 1.33236572868187 1.04583546444921 1.1850073070765 0.180432200676795 -0.910756911310955 -0.166596882203846 -1.0990482278067 0.499053854503513
