V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14
GS1_SS_00050_15319 -0.514208077136066 -0.690374924026774 -1.2310249024155 -1.12167996296609 -0.769346269184677 -0.587104703435669 0.269430655584667 0.184384591568464 0.192484216712864 0.480020909339077 1.92884135704369 1.85857710891602
GS1_SS_00082_06509 -0.938210258476146 -0.812645326546327 -1.55305920973822 -0.682688616393207 -0.329350095700393 -0.291421101953706 0.289491381219226 0.245573598986221 0.0319734763075136 0.333409163452231 1.49223973555494 2.21468725328787
GS1_SS_00089_09220 -0.467170537079643 -0.692250272343985 -1.44735648097274 -1.54174475705134 -0.372782261001048 0.0361367935179108 0.18120431321409 0.425887767356294 0.0366813412645181 0.284305353238401 1.59466874749105 1.9624199923665
GS1_SS_00150_11144 -0.304176189225593 -0.149751095634491 -1.39687414983358 -1.44897328525704 -1.18033711822982 -0.228225418366079 0.457529451645222 0.411942708149694 0.0977197976269467 0.35821547474425 1.96531099275981 1.41761883162068
GS1_SS_00272_17699 -0.242311598378683 -1.01910549271209 -0.775986792958883 -0.969691122843548 -0.845166910774835 -0.368812385242138 -0.147436008231092 -0.0893247092656922 -0.0509791582477074 0.540412020338944 1.58957792138772 2.378824236928
GS1_SS_00281_11022 0.465643761153485 -1.35588279762874 -0.959508356316272 -1.36871044945115 -1.13781271664777 0.0166759473691331 0.95822559113403 0.758114222704434 0.397657206494711 0.597768574924308 -0.309146408920082 1.93697542518392
GS1_SS_00305_19541 -0.538096865396242 -0.465863326933143 -1.91913332696454 -1.47541301926265 -0.742758557708356 0.167040057695917 0.842939596172059 0.884215903865259 0.622799288474995 0.203156826927466 0.893159103865452 1.52795431926378
GS1_SS_00436_09316 -0.0897750494764146 0.210337507851081 -0.65895403751132 -2.23310764280382 -1.04645569199165 -0.683101024882498 0.419611398401289 0.267830334925314 0.740421373475508 0.206887938226627 1.52887800397154 1.33742688981434
GS1_SS_00491_03917 -0.735073025887734 -0.360675920830589 -0.229838222826747 -1.70729776643935 -0.791433880412465 -0.378791909784967 0.424350267192458 -0.105039187807699 -0.431126988986503 0.619600370367421 1.80619764687918 1.889128618537
GS1_SS_00521_21419 -0.621321289315664 0.027697737869002 0.346925903138856 0.128630172476382 -0.317115625940862 -1.13654615899752 -0.696903251975144 -0.652539926066318 -0.854874248465299 -0.303970936782692 2.15408593579518 1.92593168826408
GS1_SS_00559_08520 0.079102068624015 0.59446644091802 0.499028594196908 -0.0354233474413194 -0.636300030397441 -1.1062359876522 -0.875276398587105 -0.823739961357705 -0.600606275723745 -0.800834878144638 2.32628160751932 1.37953816804589
GS1_SS_00572_17628 -0.100146499752014 -0.479764637396238 -1.5639029168652 -1.09462221015088 -0.461193103045416 -0.49833617174706 -0.18401794520734 0.293250518217014 0.0755841478686685 0.151467836613963 1.77278275483251 2.08889822663199
GS1_SS_00586_15866 0.347712283739029 -0.232518127162109 -0.385864735757409 -2.38904115434467 -0.873534581110032 -0.327841694667296 0.00496189101385696 0.106225912725889 0.23581070449381 0.390538814067446 1.54837478401088 1.5751759029906
GS1_SS_00593_16404 -0.265845856975012 -0.379144823448899 -1.3064532875121 -1.11994575808586 -0.698124990598459 -0.497672972990812 -0.370429518335523 0.220468168351367 0.175148581761812 0.321565707666529 2.16589857575915 1.7545361744078
GS1_SS_00720_03518 0.208752276547248 -0.0741385706751115 -0.527341254490523 0.136586244092564 -0.331049646213784 -0.576414156559708 -0.608167210839769 -1.09081363589669 -0.732292786661824 -0.587960721752458 2.19764813099832 1.98519133145174
GS1_SS_00795_12595 -0.53236509305238 -1.14899524655525 -1.25099421931512 -0.910224923958272 -0.246767969324737 -0.0406836811803582 0.114401120584084 -0.0545926320112499 0.0833377970617595 0.0645607134400557 1.62885405022101 2.29347008409045
GS1_SS_00828_09037 -0.434413699769915 -0.681440799196209 1.2901586672529 -0.0340912788304823 -0.769170049459752 -1.07853108986277 -0.252029205800969 -0.656045489909393 -0.806108681149665 -0.231251225475393 1.99568653253024 1.65723631967141
GS1_SS_00858_12489 -0.505846234593736 -0.0363646556348243 -1.46513746087885 -1.59097788410495 -0.710094921522252 -0.555214400628591 0.401753617843121 1.36143204543047 0.923894573905878 -0.211573244895779 0.700285821865654 1.68784274321386
GS1_SS_00911_21085 -0.472374633913344 -0.643106257594329 -1.20466930897877 -1.62841285690989 -0.248160814862412 0.0122563364389462 0.241406973524027 0.192038793182538 0.04187724464384 -0.0235355943086338 1.60684856146906 2.12583155730897
GS1_SS_00913_18831 -0.358787744261712 -0.738293202353381 -1.22544684326913 -1.81112593965098 -0.144221196802192 0.0033845318498079 -0.0864925780809401 0.115594078352873 0.447661354183083 0.268855897966816 1.72265372973336 1.80621791233239
GS1_SS_01026_12282 -0.192850356653174 -0.855483050789368 -0.623157563516007 -1.00295922966724 -0.79083595867852 -0.746391082852312 -0.336286092274118 0.252244872530016 -0.0574955075460856 0.252406490260293 2.01767614921214 2.08313132997438
GS1_SS_01076_00366 -0.394865633698225 0.0989093724604904 -0.191095611751743 -0.171506435138288 -0.203658235884285 -0.281099361257258 -1.0594071577264 -0.872032424902054 -0.85073984162656 -0.27192225786552 2.3799838187642 1.81743376862564
GS1_SS_01090_11348 0.155253584173853 -0.371831489408759 -1.36334117328095 -0.9560481618762 -1.40941504334936 -0.8001341855647 0.313747697209183 0.356135657672121 0.291632239576347 0.405895437346004 1.33032156639858 2.04778387110387
GS1_SS_01122_02959 -0.0632795398005373 0.0147295677819196 -0.976959449043889 -1.53416736034715 -1.77538901308857 -0.329610814874097 0.189650532342944 0.626952943745505 0.440746755664415 0.353286273383903 1.61455106704529 1.43948903719026
GS1_SS_01146_09019 1.33509968934737 0.411738432281978 -2.31344616573766 -0.818108485162413 -0.259016172216265 0.111109185795571 0.44882905360173 -0.417529774909097 -0.779065725878464 0.645994987985672 0.0388800811202658 1.59551489377131
GS1_SS_01168_10728 0.299790769733818 0.204932780628853 1.52635726774386 -0.160006983011084 0.0995350149566688 -0.517041914225608 -1.32069987747601 -1.40106567380105 -1.05061810294104 -0.444580950325981 1.83372350188537 0.929674166832208
