antiquewhite2_01 antiquewhite2_02 antiquewhite4_01 antiquewhite4_02 blue1_01 blue1_02 coral4_01 coral4_02 cornflowerblue_01 cornflowerblue_02 darkolivegreen1_01 darkseagreen3_01 darkseagreen3_02 darkviolet_01 darkviolet_02 green3_01 grey_01 lavender_01 lavender_02 lightpink_01 lightpink3_01 lightpink3_02 lightskyblue3_01 lightskyblue3_02 lightskyblue4_01 lightskyblue4_02 plum3_01
-0.111794972334399 -0.73146154295187 -0.00310394215541833 -1.02463827179 0.148337379664878 -1.24640664941207 -0.299590633969488 -0.290162508120293 0.162175259240219 -1.23183314317558 1.25727455675616 0.261517167396812 -1.04955782855857 0.374369485585772 -0.910480394850891 0.39805970548252 0.319004244375927 -1.02583609997731 0.0672399031867329 1.00683212614204 0.0170928185507693 -1.12382386158108 0.00724666387653405 -2.35083583340587 -0.0729576432039022 -0.782726015634168 -0.128549599715158
-0.0979845578875287 -0.763034391644611 0.114763120519484 -1.18752883651361 0.269623257314832 -1.2758777621098 -0.417002565855675 -0.418245515511913 0.269979445098287 -1.37561941352189 -1.04621727765958 0.508775667285293 -1.25712073101025 0.641402989273102 -1.08567353886629 0.851230646702882 0.540536150537545 -1.24804102730857 0.218834588018572 -1.13153701830413 -0.0982812254541402 -0.914251244305506 0.335977187800869 -0.816587488814231 -0.0901271125196052 -0.525261964266048 -0.172426964299475
-0.942628418259167 0.72791124490307 -0.603526646018567 0.731699991700096 -0.216452420348417 -0.279925455122171 -1.11291209296096 0.793829788858908 0.139153581146477 -1.06088984333658 -0.333442300182189 0.269234789849116 -1.14336515549925 0.785286758508085 -1.51985604739337 1.26018978877979 0.547067911316036 -1.71007158960396 0.401275937779014 -0.270261077671883 -0.200019140885955 -1.3713346002802 0.0517564947458359 -0.745238868567721 -0.614803488766265 0.393068190873655 -0.750300025580404
-1.16510513459454 1.40524951609382 -1.22713485656451 1.06632830667301 -0.828455582593908 0.944226867225802 -1.12918138793149 1.22854376383941 -0.535323531359588 0.401320852451994 -1.00776165438052 -0.389547098646121 -0.417467790710279 0.107815894832905 -0.622568880013353 -1.01119139221495 0.513675290499806 -0.572108175049024 0.0326364959508904 -0.671887576040001 -0.691149941209925 0.38761466572096 0.175632224412449 0.282990892715327 -0.99222377176189 1.26226956776511 -0.605348311279781
-0.844094086711024 1.21947853937792 -1.61918675838435 0.899801958875374 -0.951233480697683 1.19220775209281 -0.83416793981641 1.05752990643752 -0.767143765897129 0.861468393631769 -1.62881997033735 -0.602759239959569 0.77889485078978 -0.276939488885136 -0.103563393576662 0.503062728448213 0.43221536207213 0.129956363026264 -0.366404451681741 -2.39723838106043 -0.564437184327208 1.34113964267661 -0.365766093466133 0.697926131028368 -0.904458645491073 1.29233646955212 -0.540667751398945
-0.598172893985042 0.611570554084743 -0.891299887705663 1.35856863695681 -0.975270687865839 1.09572228119987 -0.321737383507071 0.452958666066167 -1.04025789312195 1.15015682792586 -0.730881166771281 -0.649681502185251 0.730686660081061 -0.766425901344352 0.316113912656951 -0.91908347733276 -0.921242102424032 0.912907794417296 -0.867011336380641 -0.10165580418769 -0.846722228972273 1.42229070454517 -1.19961563760646 1.74791469139368 -0.754400630640526 0.833134230597857 -0.556933156801415
-0.267553051806242 -0.15673154415397 -0.117904190945596 0.319049580569776 -0.644307016087143 0.751528303743131 0.114102203548471 -0.448899136097811 -0.862175832487129 1.01443669284723 -0.411699493555077 -0.969295011732666 0.800270949787563 -1.0657770914706 0.596523895503813 1.08150043390835 -0.743657420053144 1.07827994884092 -0.97305485934974 -0.256870760778331 -0.617574803547753 0.0731543009802676 -1.38614870625759 0.799129847690085 -0.409465399107562 0.0469991327349175 -0.398500739508273
0.22754928003641 -1.00292554871007 0.462526005338763 -1.16110288388936 -0.173875650432878 0.00645361894445296 0.370238535001036 -0.941145918787586 -0.492576193869092 0.367250044056291 -0.0431023444252805 -0.735042715496942 0.697446162501743 -1.07706311467686 0.438663862291292 1.23808388920807 -1.08309999583301 0.793809350076277 -0.817081801347995 0.258347684983894 -0.410172166366664 -0.407665740590985 -0.571046990713562 0.0514873908516486 -0.0259299979199264 -0.919564303378988 -0.237896790936645
0.197270029855802 -1.05303526614338 0.414235737314402 -1.15169896657643 0.0286956965871829 -0.548855493973052 0.254272680797716 -1.0416148096588 -0.278411304173301 -0.237026857658299 0.347799066206372 -0.616903699428174 0.741316811125916 -0.864605565859483 0.295100582668653 0.110683011050095 -0.740420073038028 0.311234235576475 -0.627676773130083 0.844955583431625 -0.163788011500518 -0.259565052680852 -0.289859533720634 -0.654408532863829 0.115493238592587 -1.01663081419434 -0.0319950227166742
0.209648803019157 -0.984906793001062 0.301996080642319 -0.95797907415706 0.034660450829947 -0.781057384914531 0.182739661172493 -1.08101832490313 -0.122774186194404 -0.404738217212944 0.857336074653926 -0.534548420658035 0.453075857421163 -0.635467877840023 0.133070349188246 -1.43488780067301 -1.42433187204833 0.113657255346813 -0.45104079442791 1.0498196927553 -0.121828952293674 -1.25772311366421 -0.312149616579886 -0.0509813722683401 0.163276000844965 -1.02345962989703 -0.127863780104569
